Sales Person,Country,Product,Date,Amount,Boxes Shipped,Amount_capped,Amount_minmax,Boxes_minmax,Amount_z,Boxes_z,PC1,PC2
Madelene Upcott,New Zealand,Raspberry Choco,2024-05-18,10858.21,451,10858.21,0.6470202153383039,0.5791505791505791,1.1961595310774267,2.309028591356065,0.7869172590957435,2.478542290707259
Dotty Strutley,New Zealand,Choco Coated Almonds,2024-01-04,6524.65,369,6524.65,0.3886249834349991,0.47361647361647363,0.14886309882983176,1.6477694086840535,1.0598868160612334,1.2704110293632516
Roddy Speechley,New Zealand,50% Dark Bites,2024-05-09,4624.45,212,4624.45,0.2753226131752912,0.27155727155727155,-0.310360421914517,0.38169999795837245,0.48936061588292956,0.050444697987580105
Rafaelita Blaksland,India,Smooth Sliky Salty,2024-05-06,1961.82,80,1961.82,0.11655917241926231,0.10167310167310166,-0.9538412781609782,-0.6827660034160854,0.19167916498411175,-1.1572561069424245
Husein Augar,UK,White Choc,2024-01-13,12782.63,158,12782.63,0.7617667406383708,0.20205920205920205,1.6612363270940775,-0.05376336624026939,-1.2126879128895582,1.1366550311937542
Roddy Speechley,Australia,Almond Choco,2024-06-24,4928.3,71,4928.3,0.29344014038474936,0.09009009009009009,-0.2369286427448662,-0.7553432307825257,-0.3665744706674646,-0.7016421705518964
Van Tuxwell,USA,Caramel Stuffed Bars,2024-02-14,1115.84,22,1115.84,0.06611630367265263,0.027027027027027025,-1.158290238312175,-1.1504859131109229,0.005518491272378559,-1.6325512729130518
Camilla Castle,Australia,99% Dark & Pure,2024-01-18,5346.62,109,5346.62,0.3183831187696778,0.138996138996139,-0.13583276694348956,-0.4489060485686666,-0.22137624044549153,-0.41347278167163354
Kaine Padly,India,Milk Bars,2024-05-02,3168.11,93,3168.11,0.18848608338683578,0.1184041184041184,-0.6623157856661352,-0.5779322305534494,0.05966818404080253,-0.8769877826220318
Ches Bonnell,Australia,Smooth Sliky Salty,2024-05-16,9007.92,52,9007.92,0.5366938061877751,0.06563706563706563,0.7489978174693536,-0.9085618218894552,-1.1720716612117426,-0.1128287895587256
Mallorie Waber,USA,Almond Choco,2024-01-28,5191.445,383,5191.445,0.3091305688775347,0.49163449163449163,-0.17333408776840503,1.7606673179207384,1.3675455087871162,1.122414091043452
Kaine Padly,Canada,99% Dark & Pure,2024-06-24,1420.22,422,1420.22,0.08426543295359669,0.5418275418275418,-1.0847303734326017,2.0751686365086464,2.2343860177941184,0.7003456121676809
Oby Sorrel,UK,After Nines,2024-07-18,2555.95,109,2555.95,0.15198509455503761,0.138996138996139,-0.8102571973379912,-0.4489060485686666,0.25551384768433183,-0.8903628698014638
Gunar Cockshoot,UK,Eclairs,2024-04-13,5191.445,175,5191.445,0.3091305688775347,0.22393822393822393,-0.17333408776840503,0.08332695211856231,0.18148676177046488,-0.06364465597318252
Dotty Strutley,USA,Caramel Stuffed Bars,2024-04-15,18581.37,83,16778.052499999998,1.0000000000000002,0.10553410553410553,2.6268146805890713,-0.6585735942939386,-2.3231203280005395,1.3917566191292818
Jan Morforth,India,Peanut Butter Cubes,2024-01-04,8813.58,182,8813.58,0.5251059824659187,0.23294723294723294,0.7020314460234758,0.13977590673690476,-0.39757470458922956,0.595247687589564
Husein Augar,Australia,Eclairs,2024-07-04,7914.74,31,7914.74,0.471511254287708,0.03861003861003861,0.48480774884115263,-1.0779086857444826,-1.1050073879671698,-0.41938569441243134
Beverie Moffet,USA,Smooth Sliky Salty,2024-03-24,2787.72,342,2787.72,0.16580474004240342,0.4388674388674389,-0.754245074717784,1.4300377265847326,1.5445211808301607,0.4778575668111479
Camilla Castle,Australia,Manuka Honey Choco,2024-03-17,681.71,170,681.71,0.04023062953264264,0.2175032175032175,-1.2632069350076514,0.04300627024831769,0.923632215111905,-0.8628121644596646
Oby Sorrel,Australia,Almond Choco,2024-02-15,6827.53,241,6827.53,0.4066846728909829,0.3088803088803089,0.2220604569832095,0.6155599528057912,0.278246161889639,0.5922870718220552
Jan Morforth,USA,Orange Choco,2024-06-29,5191.445,158,5191.445,0.3091305688775347,0.20205920205920205,-0.17333408776840503,-0.05376336624026939,0.08454926802391168,-0.16058214971973434
Gigi Bohling,USA,Fruit & Nut Bars,2024-05-24,2966.98,121,2966.98,0.17649339539065903,0.15444015444015444,-0.7109231042259241,-0.35213641208007956,0.2537005030158113,-0.7516965927848681
Mallorie Waber,UK,Milk Bars,2024-01-10,3951.74,287,3951.74,0.23521123674259564,0.3680823680823681,-0.47293502176712776,0.9865102260120417,1.0319836314751343,0.3631525095708374
Curtice Advani,USA,Raspberry Choco,2024-03-15,3151.23,144,3151.23,0.18747958722328253,0.18404118404118402,-0.6663951946915876,-0.1666612754769543,0.35336524306559314,-0.5890598791675073
Marney O'Breen,Canada,Milk Bars,2024-02-08,5191.445,317,5191.445,0.3091305688775347,0.4066924066924067,-0.17333408776840503,1.2284343172335095,0.9911999448299095,0.7460685270862507
Brien Boise,India,Caramel Stuffed Bars,2024-02-25,1742.37,106,1742.37,0.10347412602757043,0.13513513513513511,-1.006876012203367,-0.4730984576908134,0.37743772844099105,-1.0464999836451436
Gunar Cockshoot,USA,Eclairs,2024-05-03,7301.31,42,7301.31,0.43493453973744356,0.05276705276705276,0.3365594148077848,-0.9892031856299445,-0.9374557250130332,-0.46148883604750146
Roddy Speechley,USA,Fruit & Nut Bars,2024-06-14,6322.14,26,6322.14,0.37655001079985895,0.032175032175032175,0.09992227408194322,-1.1182293676147272,-0.8613632863572465,-0.7200518511673892
Gunar Cockshoot,India,50% Dark Bites,2024-08-09,13731.44,82,13731.44,0.818341007518759,0.10424710424710423,1.8905363316817243,-0.6666377306679876,-1.8081951201618267,0.865427000261555
Wilone O'Kielt,New Zealand,Manuka Honey Choco,2024-07-11,4051.88,253,4051.88,0.24118223945694528,0.32432432432432434,-0.44873407272632193,0.7123295892943783,0.8209959888041239,0.1863901772556377
Kaine Padly,UK,Manuka Honey Choco,2024-01-14,8474.69,115,8474.69,0.504899140945388,0.1467181467181467,0.6201315097299004,-0.4005212303243731,-0.7217104737290064,0.15528791778592593
Van Tuxwell,Canada,Manuka Honey Choco,2024-02-24,9426.56,49,9426.56,0.561655865068695,0.06177606177606177,0.8501710280389851,-0.932754231011602,-1.2607185410234527,-0.05839514283403356
Wilone O'Kielt,New Zealand,Almond Choco,2024-03-15,9770.28,154,9770.28,0.582150702825598,0.1969111969111969,0.9332382359909103,-0.08601991173646507,-0.7207243480376627,0.5990738222258265
Oby Sorrel,New Zealand,Baker's Choco Chips,2024-04-25,14234.61,45,14234.61,0.8483432986689418,0.056628056628056624,2.0121380046282216,-0.9650107765077978,-2.1051620917425384,0.7404307637690395
Dennison Crosswaite,Australia,Organic Choco Syrup,2024-05-10,5191.445,40,5191.445,0.3091305688775347,0.05019305019305019,-0.17333408776840503,-1.0053314583780424,-0.5883109826874577,-0.8334424004310942
Marney O'Breen,Australia,Spicy Special Slims,2024-06-23,14687.62,293,14687.62,0.8753547220724521,0.3758043758043758,2.121617452650744,1.0348950442563352,-0.7684287842430473,2.2319913914630822
Beverie Moffet,Canada,Smooth Sliky Salty,2024-02-28,16585.43,388,16585.43,0.9885145848777233,0.4980694980694981,2.580263379344688,1.800987999790983,-0.5510309052941234,3.0980125602697504
Brien Boise,USA,Organic Choco Syrup,2024-05-25,17415.67,148,16778.052499999998,1.0000000000000002,0.18918918918918917,2.6268146805890713,-0.1344047299807586,-1.9524769695578357,1.76239997757198
Roddy Speechley,New Zealand,Baker's Choco Chips,2024-02-22,5191.445,236,5191.445,0.3091305688775347,0.30244530244530243,-0.17333408776840503,0.5752392709355466,0.5293212981551558,0.28418988041150345
Van Tuxwell,UK,85% Dark Bars,2024-07-11,4179.91,140,4179.91,0.24881622665005673,0.17889317889317888,-0.4177929152897895,-0.19891782097315,0.15476806342413768,-0.43608034364207404
Marney O'Breen,Canada,Spicy Special Slims,2024-01-03,3939.95,365,3939.95,0.23450823971840767,0.46846846846846846,-0.4757843246350237,1.6155128631878577,1.4787704229859218,0.8059097783225317
Rafaelita Blaksland,New Zealand,70% Dark Bites,2024-08-24,791.19,280,791.19,0.04675854422374506,0.3590733590733591,-1.236748777418402,0.9300612713936992,1.532166079058189,-0.21686081521526845
Beverie Moffet,USA,50% Dark Bites,2024-07-28,2941.65,360,2941.65,0.17498305487982943,0.462033462033462,-0.7170446344756106,1.575192181317613,1.6208561965328514,0.6068019496305687
Brien Boise,USA,Mint Chip Choco,2024-05-25,12476.68,162,12476.68,0.7435239976739684,0.2072072072072072,1.5872970385077534,-0.02150682074407369,-1.1375961184760472,1.107180880896267
Karlen McCaffrey,New Zealand,Eclairs,2024-05-06,2817.14,191,2817.14,0.16755895314262478,0.24453024453024452,-0.7471351094613379,0.21235313410334508,0.6784606434933541,-0.37814796123197875
Barr Faughny,India,Drinking Coco,2024-01-28,2411.52,144,2411.52,0.14337323194236024,0.18404118404118402,-0.8451617616475935,-0.1666612754769543,0.479772294809623,-0.7154669309115389
Marney O'Breen,UK,Orange Choco,2024-06-06,13072.74,11,13072.74,0.7790649990511926,0.01287001287001287,1.7313475446517785,-1.2391914132254611,-2.100488240893814,0.3480069379341019
Brien Boise,New Zealand,Baker's Choco Chips,2024-07-12,6790.41,26,6790.41,0.40447133535596536,0.032175032175032175,0.21308962386562705,-1.1182293676147272,-0.9413846867981989,-0.640030450726436
Ches Bonnell,Canada,Spicy Special Slims,2024-08-05,6092.47,201,6092.47,0.3628555810674376,0.2574002574002574,0.044417660878409586,0.2929944978438343,0.1757703670641562,0.2385864254872891
Brien Boise,USA,Orange Choco,2024-01-28,7185.5,152,7185.5,0.42802918898500864,0.19433719433719432,0.30857147883399083,-0.10214818448456292,-0.29042265909920423,0.14596331122934939
Kaine Padly,India,Spicy Special Slims,2024-08-31,6170.8,138,6170.8,0.36752612872686446,0.17631917631917632,0.06334776212033402,-0.21504609372124786,-0.19685418330625362,-0.10726691896969023
Mallorie Waber,USA,50% Dark Bites,2024-04-19,1945.05,14,1945.05,0.11555923517620616,0.01673101673101673,-0.9578941033598428,-1.2149990041033143,-0.18180061879201403,-1.5364674510807068
Mallorie Waber,UK,Mint Chip Choco,2024-06-29,6767.42,2,6767.42,0.40310052097207383,0.001287001287001287,0.20753360410880542,-1.3117686405919013,-1.0743089198998188,-0.780812082320964
Beverie Moffet,India,Choco Coated Almonds,2024-02-24,3911.69,254,3911.69,0.23282319341615565,0.3256113256113256,-0.4826139513565452,0.7203937256684273,0.850654886243835,0.1681356908449326
Madelene Upcott,UK,Smooth Sliky Salty,2024-03-04,16733.76,88,16733.76,0.9973589910352973,0.11196911196911195,2.616110461142398,-0.6182529124236941,-2.2870402742699723,1.4126986205437448
Gigi Bohling,India,Eclairs,2024-06-21,3916.92,74,3916.92,0.23313504027251722,0.09395109395109394,-0.48135001123787724,-0.7311508216603789,-0.17663584699565238,-0.8573675611366924
Rafaelita Blaksland,Australia,Organic Choco Syrup,2024-01-26,1082.69,106,1082.69,0.06413968354103,0.13513513513513511,-1.1663016369610935,-0.4730984576908134,0.4901686688020805,-1.1592309240062346
Oby Sorrel,New Zealand,White Choc,2024-06-10,4822.33,42,4822.33,0.287121514884054,0.05276705276705276,-0.2625385345948182,-0.9892031856299445,-0.5138295023955004,-0.88511505866504
Andria Kimpton,UK,Drinking Coco,2024-05-23,5191.445,66,5191.445,0.3091305688775347,0.08365508365508365,-0.17333408776840503,-0.7956639126527704,-0.4400536393103764,-0.6851850570540149
Kelci Walkden,India,Milk Bars,2024-04-15,1142.41,111,1142.41,0.06770058110544941,0.14157014157014156,-1.1518690358355004,-0.43277777582056876,0.5084743062485287,-1.1205145063076518
Karlen McCaffrey,New Zealand,Caramel Stuffed Bars,2024-01-31,6290.89,232,6290.89,0.37468668111318604,0.2972972972972973,0.09237005061953879,0.5429827254393509,0.31863127805370073,0.4492622563969365
Andria Kimpton,New Zealand,Organic Choco Syrup,2024-03-04,5616.01,43,5616.01,0.3344459150670479,0.05405405405405405,-0.07072897563030132,-0.9811390492558956,-0.6437571367212073,-0.7437830133103254
Barr Faughny,New Zealand,After Nines,2024-04-19,11250.69,91,11250.69,0.6704224436719164,0.11583011583011582,1.2910106243422108,-0.5940605033015472,-1.3329465773758697,0.4928181567366479
Beverie Moffet,UK,Almond Choco,2024-05-16,2799.42,104,2799.42,0.16650237067709378,0.13256113256113256,-0.7514175222534597,-0.48922673043891124,0.18539688685673109,-0.8772679641188935
Oby Sorrel,Australia,Raspberry Choco,2024-02-17,1157.88,114,1157.88,0.06862300383353998,0.1454311454311454,-1.1481303831326715,-0.408585366698422,0.5229372961133665,-1.100764263085471
Dennison Crosswaite,USA,Raspberry Choco,2024-01-18,7049.32,273,7049.32,0.4199092454096129,0.35006435006435005,0.2756607015184632,0.8736123167753568,0.4228156419696045,0.8126587446702882
Roddy Speechley,Canada,Orange Choco,2024-02-09,9460.5,84,9460.5,0.5636795901747967,0.1068211068211068,0.8583733468970335,-0.6505094579198897,-1.0669412633018232,0.14698196545955372
Mallorie Waber,Canada,Orange Choco,2024-03-23,4173.73,175,4173.73,0.24844773457122027,0.22393822393822393,-0.4192864430017147,0.08332695211856231,0.35540134000473955,-0.23755923420745967
Madelene Upcott,New Zealand,Caramel Stuffed Bars,2024-02-01,4005.08,150,4005.08,0.23839171691818392,0.19176319176319176,-0.46004428258361885,-0.11827645723266077,0.24166634689703897,-0.408934516824914
Mallorie Waber,India,Drinking Coco,2024-03-07,4650.58,143,4650.58,0.27688065492609965,0.18275418275418273,-0.3040455547441929,-0.17472541185100324,0.09144314998378512,-0.33854219711470185
Ches Bonnell,UK,White Choc,2024-01-03,3814.56,220,3814.56,0.22703166661722635,0.28185328185328185,-0.5060874702334522,0.44621308895076384,0.6733781831268998,-0.042337581024342735
Ches Bonnell,USA,White Choc,2024-02-11,6321.35,325,6321.35,0.3765029058253799,0.416988416988417,0.09973135387281365,1.2929474082259007,0.8437311634537304,0.9847725966944813
Dennison Crosswaite,New Zealand,Orange Choco,2024-03-16,5245.53,144,5245.53,0.31235547083285325,0.18404118404118402,-0.16026330357755245,-0.1666612754769543,-0.004524049315909868,-0.23117058678599917
Dotty Strutley,India,White Choc,2024-08-15,12998.67,317,12998.67,0.774648460494653,0.4066924066924067,1.713446962512249,1.2284343172335095,-0.34295573043780764,2.0802242023539868
Gigi Bohling,India,Manuka Honey Choco,2024-05-12,5932.12,79,5932.12,0.3532944637791815,0.10038610038610038,0.005665691848119878,-0.6908301397901343,-0.49249692561957703,-0.484484427367732
Van Tuxwell,India,Spicy Special Slims,2024-04-11,6811.55,4,6811.55,0.40573184062240586,0.003861003861003861,0.2181985519934745,-1.2956403678438035,-1.0704457658410633,-0.7618664143217074
Jan Morforth,New Zealand,Mint Chip Choco,2024-06-30,21381.14,311,16778.052499999998,1.0000000000000002,0.398970398970399,2.6268146805890713,1.1800494989892159,-1.0230174706938255,2.691859476435977
Dotty Strutley,New Zealand,White Choc,2024-06-15,8423.36,63,8423.36,0.5018385101352465,0.07979407979407978,0.6077265295594934,-0.8198563217749171,-1.0094535148841899,-0.1499984145672122
Rafaelita Blaksland,Canada,Caramel Stuffed Bars,2024-08-01,7951.43,109,7951.43,0.473698952406237,0.138996138996139,0.49367466336389254,-0.4489060485686666,-0.6665052132231561,0.03165619110603742
Kaine Padly,USA,Milk Bars,2024-06-15,18389.1,62,16778.052499999998,1.0000000000000002,0.0785070785070785,2.6268146805890713,-0.827920458148966,-2.4428666438051048,1.2720103033247179
Brien Boise,India,After Nines,2024-06-16,6555.46,45,6555.46,0.39046207743968375,0.056628056628056624,0.15630898698588563,-0.9650107765077978,-0.7928928086448833,-0.5718385193286344
Oby Sorrel,New Zealand,Raspberry Choco,2024-05-13,5129.71,270,5129.71,0.3054495238149187,0.3462033462033462,-0.18825365626285417,0.8494199076532101,0.7337460137030644,0.467515139849805
Dennison Crosswaite,USA,Drinking Coco,2024-05-10,2399.02,149,2399.02,0.14262790006769105,0.19047619047619047,-0.8481826510325552,-0.12634059360670968,0.5104194137514596,-0.6890919947083447
Oby Sorrel,India,Eclairs,2024-08-25,6096.53,344,6096.53,0.36309766486033007,0.44144144144144143,0.045398845750645046,1.4461659993328304,0.9904919531613484,1.0546956165379804
Ches Bonnell,New Zealand,Organic Choco Syrup,2024-07-15,8134.67,83,8134.67,0.4846249214233872,0.10553410553410553,0.5379584850359241,-0.6585735942939386,-0.8460759472013867,-0.08528776166989241
Gigi Bohling,UK,Baker's Choco Chips,2024-05-16,9969.65,449,9969.65,0.5940384480938212,0.5765765765765766,0.9814202133252963,2.2929003186079675,0.9273564758366403,2.3152942519083473
Jan Morforth,Australia,50% Dark Bites,2024-06-14,3894.16,173,3894.16,0.2317779399951196,0.22136422136422135,-0.48685044663001564,0.06719867937046446,0.39177189410541713,-0.29673861036615024
Beverie Moffet,Australia,Smooth Sliky Salty,2024-01-25,11533.35,491,11533.35,0.6872764842874353,0.6306306306306306,1.3593213918264744,2.631594046318022,0.8996326215092028,2.8220033694540487
Ches Bonnell,USA,Organic Choco Syrup,2024-07-28,8754.31,14,8754.31,0.5215719168489873,0.01673101673101673,0.687707596915741,-1.2149990041033143,-1.3454167401889836,-0.37285132968372064
Brien Boise,Canada,Mint Chip Choco,2024-01-28,5475.65,194,5475.65,0.32607673251276276,0.24839124839124838,-0.10464993835616021,0.23654554322549184,0.2412616387365964,0.09326427661180414
Kaine Padly,UK,Orange Choco,2024-06-29,2252.94,196,2252.94,0.1339176536475573,0.25096525096525096,-0.8834859727409724,0.2526738159735897,0.8033862911115385,-0.4460515537051335
Karlen McCaffrey,Australia,70% Dark Bites,2024-06-24,278.78,332,278.78,0.016205303751806874,0.425997425997426,-1.360583491798263,1.3493963628442434,1.9162451320966503,-0.007910494745409336
Gunar Cockshoot,Canada,Mint Chip Choco,2024-07-01,8936.91,442,8936.91,0.5324597248741545,0.5675675675675675,0.7318367490512626,2.236451363989625,1.0639231972953167,2.098896653246625
Roddy Speechley,USA,Peanut Butter Cubes,2024-02-25,2010.22,144,2010.22,0.11944509743798132,0.18404118404118402,-0.9421443944624062,-0.1666612754769543,0.5483493721303015,-0.7840440082322184
Curtice Advani,Canada,Smooth Sliky Salty,2024-08-01,2901.91,12,2901.91,0.1726134957838812,0.014157014157014158,-0.7266486460082812,-1.231127276851412,-0.3567202608328928,-1.384356631097838
Oby Sorrel,Australia,Milk Bars,2024-06-21,9231.31,278,9231.31,0.5500137811863627,0.3564993564993565,0.8029847358458823,0.9139329986456014,0.07845226898655702,1.214044172798372
Camilla Castle,New Zealand,Spicy Special Slims,2024-01-25,12744.67,26,12744.67,0.7595033168013756,0.032175032175032175,1.6520624902098258,-1.1182293676147272,-1.9588921585336179,0.3774770210089976
Gigi Bohling,UK,Milk Bars,2024-05-17,1436.97,248,1436.97,0.08526417766565338,0.3178893178893179,-1.080682381656753,0.6720089074241337,1.239339895835684,-0.28897578492095977
Andria Kimpton,Australia,85% Dark Bars,2024-08-23,4900.32,254,4900.32,0.29177178951648985,0.3256113256113256,-0.24369060154416472,0.7203937256684273,0.6817105654076965,0.33708001168107377
Camilla Castle,Australia,Smooth Sliky Salty,2024-03-03,8263.11,129,8263.11,0.4922833555019879,0.16473616473616473,0.5689987276442834,-0.2876233210876882,-0.6057232595722889,0.19896245803529458
Roddy Speechley,India,Caramel Stuffed Bars,2024-05-30,10139.68,552,10139.68,0.6041767503858211,0.7091377091377091,1.0225115590953004,3.1235063651350066,1.485627674588412,2.931677389144213
Karlen McCaffrey,USA,Drinking Coco,2024-06-29,132.68,243,132.68,0.007493864800673663,0.31145431145431146,-1.3958916469296963,0.6316882255538891,1.4337154772304943,-0.5403734214608039
Andria Kimpton,Canada,Organic Choco Syrup,2024-01-04,9479.63,217,9479.63,0.5648202460757904,0.277992277992278,0.8629965160117787,0.4220206798286171,-0.3118170041045154,0.908644373120068
Jehu Rudeforth,Australia,Drinking Coco,2024-01-14,3114.84,65,3114.84,0.18530977706974566,0.08236808236808237,-0.6751896078690883,-0.8037280490268193,-0.09089040338578709,-1.0457527040076153
Karlen McCaffrey,USA,Mint Chip Choco,2024-02-15,17866.48,58,16778.052499999998,1.0000000000000002,0.07335907335907335,2.6268146805890713,-0.8601770036451617,-2.4656754658631175,1.2492014812667056
Curtice Advani,New Zealand,Spicy Special Slims,2024-01-10,4651.03,494,4651.03,0.27690748687358774,0.6344916344916345,-0.30393680272633433,2.6557864554401687,2.0928403862850886,1.6630088377651642
Madelene Upcott,USA,White Choc,2024-05-04,14360.42,218,14360.42,0.8558449149211119,0.2792792792792793,2.0425426521099848,0.43008481620266603,-1.140179870147438,1.7484116501920086
Andria Kimpton,USA,Spicy Special Slims,2024-05-23,2595.52,5,2595.52,0.15434451713749034,0.005148005148005148,-0.8006942699009562,-1.2875762314697548,-0.3442775366627163,-1.4766302324710587
Barr Faughny,New Zealand,Fruit & Nut Bars,2024-04-26,1853.03,153,1853.03,0.11007240004764163,0.1956241956241956,-0.9801326826561775,-0.094084048110514,0.626530997948314,-0.7595859347891758
Oby Sorrel,Canada,Organic Choco Syrup,2024-07-05,1392.99,70,1392.99,0.08264180199781739,0.08880308880308879,-1.0913110788688025,-0.7634073671565746,0.23186293812794548,-1.3114839903763214
Madelene Upcott,UK,Organic Choco Syrup,2024-07-21,7943.17,174,7943.17,0.4732064371034556,0.22265122265122264,0.49167845965830975,0.07526281574451339,-0.2944503256036054,0.4008880203718884
Dotty Strutley,USA,Mint Chip Choco,2024-02-21,5552.79,272,5552.79,0.3306763245777211,0.3487773487773488,-0.08600742578368405,0.8655481804013079,0.6728514218094873,0.5512185538013955
Kelci Walkden,USA,Orange Choco,2024-02-03,1539.14,143,1539.14,0.09135622227644927,0.18275418275418273,-1.0559908401798295,-0.17472541185100324,0.623148760396574,-0.8702478075274982
Gigi Bohling,Australia,Caramel Stuffed Bars,2024-07-08,9117.77,154,9117.77,0.5432437827023677,0.1969111969111969,0.7755453933843977,-0.08601991173646507,-0.6092186696860156,0.48756814387417785
Mallorie Waber,India,50% Dark Bites,2024-05-31,631.02,140,631.02,0.03720815971448423,0.17889317889317888,-1.2754572456415483,-0.19891782097315,0.7612283273976811,-1.0425406076156263
Van Tuxwell,New Zealand,Mint Chip Choco,2024-06-27,4486.37,104,4486.37,0.26708937915494574,0.13256113256113256,-0.34373037441655874,-0.48922673043891124,-0.10288145998134199,-0.5889896172808162
Van Tuxwell,India,50% Dark Bites,2024-05-13,5591.29,132,5591.29,0.33297194675170216,0.16859716859716858,-0.07670308647800178,-0.2634309119655414,-0.1320365116384594,-0.240511056811523
Van Tuxwell,USA,Manuka Honey Choco,2024-05-31,2662.54,102,2662.54,0.15834068851671654,0.12998712998712997,-0.7844974693745451,-0.5053550031870091,0.19738353075833664,-0.9120634300785115
Wilone O'Kielt,USA,Orange Choco,2024-02-28,7481.93,38,7481.93,0.4457042871936631,0.047619047619047616,0.38021005806472835,-1.0214597311261402,-0.9911302129211853,-0.45343199225537384
Barr Faughny,New Zealand,Eclairs,2024-03-28,7418.41,31,7418.41,0.44191680873934425,0.03861003861003861,0.3648591065661065,-1.0779086857444826,-1.0201908896203657,-0.5042021927592366
Gigi Bohling,USA,After Nines,2024-01-14,1969.06,235,1969.06,0.1169908686410707,0.30115830115830117,-0.9520915790292083,0.5671751345614977,1.074283795610986,-0.2721770280733408
Barr Faughny,New Zealand,Mint Chip Choco,2024-02-21,7197.75,159,7197.75,0.42875961422218445,0.20334620334620332,0.31153195043125337,-0.045699229866220464,-0.25260059003961677,0.18797211937280517
Dennison Crosswaite,Canada,85% Dark Bars,2024-08-01,11719.06,87,11719.06,0.6983497308830201,0.11068211068211067,1.4042021412409742,-0.626317048797743,-1.435793888605789,0.5500478238505436
Beverie Moffet,New Zealand,Smooth Sliky Salty,2024-05-19,2755.14,63,2755.14,0.1638621070442657,0.07979407979407978,-0.7621187208107483,-0.8198563217749171,-0.04082664917121486,-1.1186252802802008
Husein Augar,USA,White Choc,2024-07-13,2438.56,61,2438.56,0.14498553385364457,0.0772200772200772,-0.8386269737300441,-0.835984594523015,0.0018684442557481272,-1.1841291957651772
Andria Kimpton,Australia,Peanut Butter Cubes,2024-04-20,7661.86,144,7661.86,0.4564328923304009,0.18404118404118402,0.42369394822762196,-0.1666612754769543,-0.417444181990406,0.18174954588850287
Dennison Crosswaite,India,85% Dark Bars,2024-06-30,4886.15,23,4886.15,0.29092688130336486,0.028314028314028312,-0.24711508175095742,-1.142421776736874,-0.6330774352662648,-0.9825509353453932
Curtice Advani,UK,50% Dark Bites,2024-03-08,3572.26,156,3572.26,0.21258415355863924,0.19948519948519947,-0.5646443900715511,-0.06989163898836723,0.3498430253016159,-0.4486847290554549
Gunar Cockshoot,USA,Fruit & Nut Bars,2024-03-09,6937.75,94,6937.75,0.41325671122906577,0.11969111969111967,0.2486974512240485,-0.5698680941794004,-0.5788132480004452,-0.2271019395517686
Oby Sorrel,Canada,Raspberry Choco,2024-06-16,1941.25,221,1941.25,0.11533265428630673,0.28314028314028317,-0.9588124537328713,0.4542772253248128,0.9992052944864076,-0.35676028135484894
Gigi Bohling,UK,Drinking Coco,2024-06-30,6173.15,46,6173.15,0.36766625111930223,0.05791505791505791,0.0639156893247067,-0.9569466401337487,-0.721858675817974,-0.6314682411265387
Kelci Walkden,India,Mint Chip Choco,2024-07-28,3105.45,116,3105.45,0.18474988376549417,0.148005148005148,-0.6774588999750717,-0.3924570939503242,0.20152670969050637,-0.7565448546045938
Karlen McCaffrey,Canada,Peanut Butter Cubes,2024-08-12,3691.6,154,3691.6,0.2196999860324807,0.1969111969111969,-0.5358033549354442,-0.08601991173646507,0.31804492275142915,-0.43969544856328024
Barr Faughny,UK,Mint Chip Choco,2024-07-07,3950.65,324,3950.65,0.23514624380312452,0.4157014157014157,-0.47319844332149635,1.284883271851852,1.2431515026791546,0.5739478464400456
Barr Faughny,USA,85% Dark Bars,2024-08-25,13497.17,49,13497.17,0.8043722956564594,0.06177606177606177,1.8339200311845245,-0.932754231011602,-1.9563341321331649,0.6372204482756888
Husein Augar,Canada,Eclairs,2024-01-17,4389.23,241,4389.23,0.26129725609051674,0.3088803088803089,-0.3672063100049737,0.6155599528057912,0.6949206887548536,0.17561254495683473
Jan Morforth,Australia,70% Dark Bites,2024-03-04,6310.98,366,6310.98,0.3758845785021543,0.4697554697554698,0.09722522403904917,1.6235769995619067,1.079293690948348,1.2167909213891177
Marney O'Breen,New Zealand,Fruit & Nut Bars,2024-08-25,9693.37,4,9693.37,0.5775648248671336,0.003861003861003861,0.9146513077831174,-1.2956403678438035,-1.562912232235975,-0.2693999479267889
Ches Bonnell,UK,Peanut Butter Cubes,2024-04-15,2348.2,266,2348.2,0.13959767879803608,0.3410553410553411,-0.8604643789160559,0.8171633621570144,1.186261952019437,-0.030618442582599145
Kaine Padly,USA,Organic Choco Syrup,2024-03-11,2518.5,24,2518.5,0.14975208025852882,0.029601029601029602,-0.8193077819353366,-1.134357640362825,-0.22277389130594893,-1.3814500682767086
Camilla Castle,USA,Raspberry Choco,2024-05-20,3516.72,17,3516.72,0.20927249497310918,0.02059202059202059,-0.5780668057868134,-1.1908065949811675,-0.4332724600421525,-1.2507823767435458
Brien Boise,New Zealand,Manuka Honey Choco,2024-06-14,16807.37,44,16778.052499999998,1.0000000000000002,0.05534105534105534,2.6268146805890713,-0.9730749128818467,-2.5455063430661617,1.1693706040636627
Jehu Rudeforth,New Zealand,After Nines,2024-04-14,1736.59,70,1736.59,0.10312948456872341,0.08880308880308879,-1.0082728714549734,-0.7634073671565746,0.1731460585680522,-1.2527671108164273
Jehu Rudeforth,USA,Smooth Sliky Salty,2024-07-07,7900.11,168,7900.11,0.47063891786159523,0.2149292149292149,0.4812720999049933,0.02687799750021985,-0.3213051511415874,0.3593163797358332
